Filename,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100,Feature_101,Feature_102,Feature_103,Feature_104,Feature_105,Feature_106,Feature_107,Feature_108,Feature_109,Feature_110,Feature_111,Feature_112,Feature_113,Feature_114,Feature_115,Feature_116,Feature_117,Feature_118,Feature_119,Feature_120,Feature_121,Feature_122,Feature_123,Feature_124,Feature_125,Feature_126,Feature_127
Right Turn_original_10.png_26cb0dcc-1077-473e-a55e-6013ee824e52.png,164.0,16.0,0.0,0.0,0.0,0.0,2.0,8.0,86.0,4.0,0.0,0.0,1.0,4.0,14.0,18.0,164.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,3.0,0.0,0.0,21.0,2.0,0.0,0.0,164.0,22.0,0.0,0.0,0.0,0.0,2.0,9.0,100.0,4.0,0.0,0.0,1.0,5.0,15.0,19.0,164.0,20.0,0.0,0.0,0.0,0.0,1.0,9.0,42.0,5.0,0.0,0.0,24.0,2.0,0.0,0.0,164.0,13.0,0.0,0.0,0.0,0.0,2.0,22.0,90.0,2.0,0.0,0.0,0.0,4.0,41.0,43.0,164.0,6.0,0.0,0.0,0.0,0.0,7.0,33.0,49.0,3.0,0.0,0.0,19.0,2.0,0.0,0.0,164.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,98.0,9.0,0.0,0.0,1.0,2.0,8.0,10.0,144.0,12.0,0.0,0.0,0.0,1.0,2.0,7.0,41.0,4.0,0.0,0.0,11.0,2.0,0.0,0.0
Right Turn_original_10.png_27898825-261a-4fad-8380-1872e7957793.png,42.0,1.0,0.0,0.0,0.0,0.0,6.0,7.0,199.0,9.0,0.0,0.0,0.0,0.0,1.0,13.0,90.0,1.0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,199.0,6.0,0.0,0.0,0.0,0.0,2.0,43.0,130.0,1.0,0.0,0.0,0.0,0.0,25.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,42.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,199.0,24.0,0.0,0.0,0.0,0.0,1.0,9.0,188.0,8.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,199.0,7.0,0.0,0.0,0.0,0.0,1.0,15.0,171.0,2.0,0.0,0.0,0.0,0.0,11.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
Right Turn_original_10.png_2e032d34-a29f-4304-8096-98398730ad4b.png,24.0,2.0,5.0,0.0,0.0,0.0,0.0,7.0,150.0,2.0,1.0,0.0,0.0,0.0,0.0,28.0,179.0,1.0,0.0,0.0,2.0,1.0,0.0,40.0,21.0,0.0,0.0,1.0,10.0,2.0,0.0,4.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,179.0,1.0,0.0,0.0,4.0,2.0,0.0,18.0,26.0,0.0,0.0,0.0,20.0,6.0,0.0,2.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,179.0,1.0,0.0,0.0,5.0,1.0,0.0,8.0,29.0,0.0,0.0,0.0,28.0,4.0,0.0,1.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,179.0,1.0,0.0,0.0,3.0,1.0,0.0,21.0,22.0,0.0,0.0,0.0,16.0,6.0,2.0,2.0
Right Turn_original_10.png_2e4fa412-7780-476c-875a-262977d3974a.png,0.0,12.0,166.0,14.0,0.0,0.0,0.0,0.0,21.0,99.0,114.0,1.0,0.0,0.0,0.0,0.0,15.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,48.0,166.0,7.0,0.0,0.0,0.0,2.0,166.0,125.0,57.0,0.0,0.0,0.0,0.0,4.0,120.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,4.0,1.0,0.0,0.0,0.0,0.0,13.0,166.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,148.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,166.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,124.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Right Turn_original_10.png_305e4172-d1fd-4c94-bfae-cbf7dd3b9555.png,88.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,13.0,0.0,0.0,0.0,0.0,1.0,11.0,62.0,2.0,0.0,0.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,115.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,7.0,0.0,0.0,0.0,0.0,3.0,43.0,90.0,1.0,0.0,0.0,0.0,0.0,69.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,121.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,24.0,0.0,0.0,0.0,0.0,1.0,13.0,153.0,6.0,0.0,0.0,0.0,0.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,93.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,12.0,0.0,0.0,0.0,0.0,0.0,18.0,142.0,2.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0
Right Turn_original_10.png_3079eaf0-76c7-48b8-963b-024867aada48.png,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,151.0,4.0,0.0,0.0,0.0,0.0,13.0,29.0,151.0,9.0,0.0,0.0,5.0,14.0,16.0,63.0,6.0,0.0,0.0,0.0,125.0,144.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,151.0,13.0,0.0,0.0,0.0,0.0,50.0,38.0,151.0,37.0,0.0,0.0,8.0,2.0,5.0,38.0,24.0,3.0,0.0,0.0,151.0,67.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,151.0,108.0,151.0,5.0,1.0,0.0,2.0,0.0,36.0,138.0,19.0,2.0,2.0,1.0,36.0,50.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,68.0,21.0,55.0,5.0,3.0,1.0,1.0,1.0,18.0,28.0,7.0,5.0,14.0,2.0,1.0,1.0,1.0,0.0
Right Turn_original_10.png_333f931a-17f2-4a24-aca8-495073bf8770.png,159.0,1.0,0.0,0.0,0.0,0.0,16.0,62.0,68.0,0.0,0.0,0.0,0.0,0.0,49.0,56.0,162.0,2.0,0.0,0.0,0.0,0.0,1.0,43.0,37.0,1.0,0.0,2.0,14.0,0.0,0.0,1.0,162.0,7.0,0.0,0.0,0.0,0.0,2.0,10.0,108.0,2.0,0.0,0.0,0.0,0.0,8.0,14.0,162.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,48.0,2.0,0.0,0.0,21.0,1.0,0.0,0.0,162.0,1.0,0.0,0.0,0.0,0.0,3.0,27.0,83.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,162.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,52.0,1.0,0.0,1.0,22.0,0.0,0.0,0.0,162.0,3.0,0.0,0.0,0.0,0.0,2.0,17.0,63.0,0.0,0.0,0.0,0.0,0.0,15.0,22.0,162.0,3.0,0.0,0.0,0.0,0.0,1.0,16.0,41.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0
Right Turn_original_10.png_397a9f6d-fb67-41b4-9532-a818e0177249.png,166.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,78.0,9.0,7.0,1.0,0.0,0.0,0.0,3.0,166.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.0,32.0,5.0,0.0,0.0,0.0,0.0,1.0,97.0,36.0,27.0,1.0,0.0,0.0,0.0,1.0,166.0,25.0,1.0,0.0,0.0,0.0,0.0,5.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,6.0,1.0,0.0,0.0,0.0,0.0,9.0,129.0,9.0,6.0,1.0,1.0,0.0,0.0,6.0,166.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,132.0,11.0,3.0,0.0,0.0,0.0,0.0,2.0,116.0,12.0,7.0,1.0,0.0,0.0,0.0,2.0,166.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Right Turn_original_10.png_4133e0d5-c30b-4e75-97f2-0cfba371e843.png,142.0,1.0,0.0,0.0,0.0,0.0,3.0,55.0,91.0,1.0,0.0,0.0,0.0,0.0,21.0,81.0,148.0,2.0,0.0,0.0,2.0,0.0,0.0,34.0,21.0,0.0,0.0,5.0,35.0,0.0,0.0,0.0,148.0,4.0,0.0,0.0,0.0,0.0,1.0,19.0,147.0,2.0,0.0,0.0,0.0,0.0,5.0,36.0,148.0,9.0,0.0,0.0,2.0,0.0,0.0,11.0,26.0,2.0,0.0,2.0,53.0,1.0,0.0,0.0,148.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,136.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,148.0,6.0,0.0,0.0,1.0,0.0,0.0,12.0,28.0,3.0,0.0,3.0,53.0,1.0,0.0,0.0,148.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,103.0,0.0,0.0,0.0,0.0,0.0,5.0,42.0,148.0,2.0,0.0,0.0,1.0,0.0,1.0,20.0,23.0,0.0,0.0,0.0,41.0,3.0,0.0,1.0
Right Turn_original_10.png_46bf528b-2790-43db-9a8f-dfa298ba6300.png,47.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,184.0,12.0,0.0,0.0,0.0,0.0,1.0,11.0,117.0,3.0,0.0,0.0,0.0,0.0,6.0,23.0,70.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0,38.0,0.0,0.0,0.0,0.0,0.0,14.0,31.0,184.0,7.0,0.0,0.0,0.0,0.0,3.0,38.0,150.0,2.0,0.0,0.0,0.0,0.0,15.0,47.0,57.0,1.0,0.0,0.0,3.0,0.0,3.0,21.0,47.0,2.0,0.0,0.0,0.0,0.0,4.0,12.0,184.0,22.0,0.0,0.0,0.0,0.0,1.0,10.0,184.0,7.0,0.0,0.0,0.0,0.0,4.0,15.0,44.0,1.0,0.0,0.0,2.0,0.0,1.0,7.0,42.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,184.0,13.0,0.0,0.0,0.0,0.0,1.0,4.0,172.0,5.0,0.0,0.0,0.0,0.0,2.0,11.0,25.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
Right Turn_original_10.png_4d944d83-7702-455b-b24a-5ca94378990d.png,149.0,8.0,0.0,0.0,0.0,0.0,1.0,14.0,101.0,2.0,0.0,0.0,0.0,0.0,13.0,42.0,149.0,6.0,0.0,0.0,2.0,1.0,0.0,13.0,14.0,1.0,0.0,0.0,50.0,7.0,0.0,0.0,149.0,31.0,0.0,0.0,0.0,0.0,0.0,5.0,149.0,10.0,0.0,0.0,0.0,0.0,5.0,22.0,149.0,15.0,0.0,0.0,2.0,0.0,1.0,7.0,23.0,2.0,0.0,0.0,58.0,9.0,0.0,0.0,149.0,21.0,0.0,0.0,0.0,0.0,0.0,6.0,149.0,7.0,0.0,0.0,0.0,0.0,10.0,36.0,149.0,5.0,0.0,0.0,1.0,0.0,2.0,19.0,29.0,2.0,0.0,0.0,50.0,8.0,0.0,0.0,149.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,149.0,11.0,0.0,0.0,0.0,0.0,4.0,15.0,98.0,5.0,0.0,0.0,0.0,0.0,2.0,11.0,26.0,2.0,0.0,0.0,33.0,5.0,0.0,0.0
Right Turn_original_10.png_5779eb27-c3b6-4aae-9c4f-9c426f660fb6.png,1.0,3.0,35.0,37.0,25.0,6.0,5.0,0.0,45.0,45.0,27.0,18.0,8.0,1.0,4.0,10.0,13.0,18.0,18.0,1.0,0.0,1.0,4.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,147.0,40.0,5.0,0.0,0.0,0.0,22.0,105.0,147.0,40.0,5.0,0.0,0.0,0.0,117.0,147.0,94.0,2.0,0.0,0.0,0.0,5.0,24.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,44.0,72.0,11.0,1.0,4.0,26.0,0.0,82.0,29.0,61.0,69.0,8.0,3.0,17.0,19.0,147.0,35.0,9.0,3.0,0.0,0.0,1.0,68.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,6.0,1.0,0.0,24.0,147.0,0.0,32.0,1.0,6.0,4.0,1.0,17.0,147.0,76.0,147.0,0.0,0.0,0.0,0.0,0.0,34.0,147.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
