Filename,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100,Feature_101,Feature_102,Feature_103,Feature_104,Feature_105,Feature_106,Feature_107,Feature_108,Feature_109,Feature_110,Feature_111,Feature_112,Feature_113,Feature_114,Feature_115,Feature_116,Feature_117,Feature_118,Feature_119,Feature_120,Feature_121,Feature_122,Feature_123,Feature_124,Feature_125,Feature_126,Feature_127
Left Turn_original_10.png_1a837bcc-0701-408e-beb0-0faa0da6192f.png,160,15,0,0,0,0,0,5,114,3,0,0,0,0,3,20,160,8,0,0,3,1,0,3,10,1,0,0,36,10,0,0,160,25,0,0,0,0,0,4,141,7,0,0,0,0,3,17,160,16,0,0,2,0,0,4,16,2,0,2,41,4,0,0,160,8,0,0,0,0,1,22,123,2,0,0,0,0,19,52,160,7,0,1,1,0,1,23,16,4,0,6,35,1,0,0,160,12,0,0,0,0,0,7,116,2,0,0,0,0,9,27,97,3,0,0,0,0,1,13,12,1,0,1,22,3,0,0
Left Turn_original_10.png_1bea813c-e853-457c-a5a4-5762fe4efc66.png,0,36,159,0,0,0,0,0,16,119,95,0,0,0,0,0,13,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,78,159,0,0,0,0,7,159,159,51,0,0,0,0,14,118,23,0,0,0,0,0,2,1,0,0,0,0,0,0,0,110,3,1,0,0,0,0,43,159,2,0,0,0,0,0,57,139,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,101,0,0,0,0,0,0,38,159,0,0,0,0,0,0,58,87,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0
Left Turn_original_10.png_1dee5e16-a95b-4a7e-a4e7-35cc856d8210.png,169,134,4,0,0,0,0,0,66,99,47,0,0,0,0,0,93,49,6,0,0,0,2,8,9,0,0,0,0,2,18,8,169,88,2,0,0,0,0,4,169,61,15,0,0,0,1,16,169,34,2,0,0,0,0,8,27,3,2,1,2,1,5,3,169,5,0,0,0,0,0,30,146,1,0,0,0,0,13,77,168,7,0,0,0,0,1,30,20,6,6,2,0,0,0,0,43,0,0,0,0,0,0,3,12,0,0,0,0,0,1,6,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
Left Turn_original_10.png_1f148e76-420a-40f8-9df8-9ce4068db928.png,114,131,0,0,1,0,0,0,112,131,7,0,0,0,0,2,79,88,2,0,0,0,0,6,22,25,4,4,0,0,0,0,75,53,0,1,1,0,24,55,131,122,0,0,0,0,6,75,107,21,0,0,0,0,7,77,36,23,3,1,0,0,0,6,9,0,0,0,0,0,109,131,131,61,0,0,0,0,24,106,114,68,0,0,0,0,1,19,26,15,0,0,0,0,1,9,1,2,3,1,0,0,30,47,46,26,1,1,0,0,47,98,94,27,0,0,0,0,13,93,7,0,0,0,0,0,5,25
Left Turn_original_10.png_1fc9845e-92a4-43b7-a6c7-f58b62654a6a.png,0,25,167,0,0,0,0,0,12,93,98,2,4,1,0,0,10,12,3,2,5,1,1,2,4,1,0,0,0,0,0,0,47,83,167,0,0,0,0,4,167,167,59,0,0,0,0,9,88,17,0,0,1,1,1,3,3,1,0,0,0,0,0,0,129,7,3,0,0,0,0,34,167,4,0,0,0,0,0,57,106,1,0,0,1,1,1,9,1,0,0,0,0,0,1,1,125,0,0,0,0,0,0,30,167,0,0,0,0,0,0,50,64,1,0,0,0,0,0,7,1,0,0,0,0,0,0,1
Left Turn_original_10.png_214261d3-4014-4da6-a540-b0259d74aae3.png,0,25,166,0,0,0,0,0,12,91,97,3,4,1,0,0,9,12,3,3,5,1,2,2,4,1,0,0,0,0,0,1,46,85,166,0,0,0,0,4,166,166,59,0,0,0,0,9,87,17,0,0,1,1,2,3,2,1,0,0,0,0,0,0,130,8,3,0,0,0,0,34,166,5,0,0,0,0,0,58,105,1,0,0,1,1,0,9,1,0,0,0,0,0,1,1,126,0,0,0,0,0,0,31,166,0,0,0,0,0,0,50,63,1,0,0,1,0,0,6,1,0,0,0,0,0,0,1
Left Turn_original_10.png_299ea930-0138-40c4-a7ce-b900ae3f8ac7.png,0,25,166,0,0,0,0,0,12,92,97,2,4,1,0,0,9,12,3,3,5,1,1,2,4,1,0,0,0,0,0,1,46,85,166,0,0,0,0,4,166,166,59,0,0,0,0,9,88,17,0,0,1,1,2,3,2,1,0,0,0,0,0,0,130,8,3,0,0,0,0,34,166,4,0,0,0,0,0,58,105,1,0,0,1,0,0,9,1,0,0,0,0,0,1,1,126,0,0,0,0,0,0,31,166,0,0,0,0,0,0,52,63,1,0,0,1,0,0,7,1,0,0,0,0,0,0,1
Left Turn_original_10.png_2e448a8d-28f4-4434-85c0-1c6bed547dde.png,147,10,0,0,0,0,0,1,122,16,0,0,0,0,0,0,147,16,0,0,0,0,0,0,38,2,0,0,0,0,0,0,147,8,0,0,0,0,0,3,147,6,0,0,0,0,0,9,147,11,0,0,0,0,0,3,54,2,0,0,0,0,0,0,147,1,0,0,0,0,0,12,147,1,0,0,0,0,1,32,147,3,0,0,0,0,0,12,59,1,0,0,0,0,0,0,147,8,0,0,0,0,0,1,141,5,0,0,0,0,0,3,147,8,0,0,0,0,0,1,48,2,0,0,0,0,0,0
Left Turn_original_10.png_2f321ffb-0ee8-4f79-9745-baf59a211706.png,1,114,65,0,0,0,0,0,31,126,72,0,0,0,0,1,38,57,9,1,0,0,0,2,0,2,2,9,8,0,0,0,7,139,126,0,0,0,0,0,139,139,39,0,0,0,0,10,125,25,3,0,0,0,0,13,2,4,3,3,2,2,1,0,67,60,33,0,0,2,6,35,139,70,8,0,0,0,0,116,109,35,2,0,0,0,0,16,13,7,0,0,1,0,1,3,79,0,0,0,0,6,19,124,139,0,0,0,0,0,1,139,41,2,0,0,0,0,1,38,11,0,0,1,2,0,0,8
Left Turn_original_10.png_364cb295-bb22-49f4-a4b0-f5e39bb2677d.png,0,25,166,0,0,0,0,0,12,92,97,2,4,1,0,0,9,12,3,3,5,1,1,2,4,1,0,0,0,0,0,1,46,85,166,0,0,0,0,4,166,166,59,0,0,0,0,9,88,17,0,0,1,1,2,3,2,1,0,0,0,0,0,0,130,8,3,0,0,0,0,34,166,4,0,0,0,0,0,59,105,1,0,0,1,1,0,9,1,0,0,0,0,0,1,1,126,0,0,0,0,0,0,31,166,0,0,0,0,0,0,52,63,1,0,0,1,0,0,7,1,0,0,0,0,0,0,1
Left Turn_original_10.png_374f4ffd-3666-4e09-a0f4-dc2e08acabce.png,0,25,166,0,0,0,0,0,12,92,97,2,4,1,0,0,9,12,3,3,5,1,1,2,4,1,0,0,0,0,0,1,46,85,166,0,0,0,0,4,166,166,59,0,0,0,0,9,88,17,0,0,1,1,2,3,2,1,0,0,0,0,0,0,130,8,3,0,0,0,0,34,166,4,0,0,0,0,0,59,105,1,0,0,1,1,0,9,1,0,0,0,0,0,1,1,126,0,0,0,0,0,0,31,166,0,0,0,0,0,0,52,63,1,0,0,1,0,0,7,1,0,0,0,0,0,0,1
Left Turn_original_10.png_3ed90df6-167c-4147-9d56-bca9e65f0a9b.png,0,25,166,0,0,0,0,0,12,92,97,2,4,1,0,0,9,12,3,3,5,1,1,2,4,1,0,0,0,0,0,1,46,85,166,0,0,0,0,4,166,166,59,0,0,0,0,9,88,17,0,0,1,1,2,3,2,1,0,0,0,0,0,0,130,8,3,0,0,0,0,34,166,4,0,0,0,0,0,59,105,1,0,0,1,1,0,9,1,0,0,0,0,0,1,1,126,0,0,0,0,0,0,31,166,0,0,0,0,0,0,52,63,1,0,0,1,0,0,7,1,0,0,0,0,0,0,1
Left Turn_original_10.png_40a27ddc-4455-4378-a2f1-5e768b2acbfe.png,0,26,166,0,0,0,0,0,12,92,97,2,4,1,0,0,9,12,3,2,5,1,2,2,4,1,0,0,0,0,0,1,46,85,166,0,0,0,0,4,166,166,59,0,0,0,0,9,88,17,0,0,1,1,2,3,2,1,0,0,0,0,0,0,130,8,3,0,0,0,0,35,166,4,0,0,0,0,0,59,105,1,0,0,1,1,0,9,1,0,0,0,0,0,1,1,127,0,0,0,0,0,0,31,166,0,0,0,0,0,0,52,62,1,0,0,1,0,0,7,1,0,0,0,0,0,0,1
Left Turn_original_10.png_42d5552e-52b4-411e-b053-559158be045b.png,92,141,26,0,0,0,0,21,44,141,98,0,0,0,0,8,50,103,32,9,2,0,0,6,4,6,3,3,2,1,1,2,41,141,77,0,0,0,0,4,141,126,18,0,0,0,0,74,139,41,5,0,0,0,0,60,25,16,4,0,0,0,0,6,65,83,24,0,0,0,0,11,141,117,9,0,0,0,0,45,69,141,46,0,0,0,0,7,57,35,5,0,0,0,1,20,2,0,0,0,0,0,0,2,22,8,2,0,0,0,0,9,49,47,11,0,0,0,0,16,71,13,1,0,0,2,4,48
Left Turn_original_10.png_4938f925-3be6-4395-bc67-5a7d899eca77.png,123,3,0,0,0,0,1,15,139,4,0,0,0,0,3,32,151,16,0,0,0,0,0,5,25,2,0,0,0,0,0,0,151,3,0,0,0,0,1,18,148,2,0,0,0,0,4,45,151,16,0,0,0,0,0,8,37,4,1,0,0,0,0,0,151,4,0,0,0,0,0,16,129,1,0,0,0,0,7,56,151,11,0,0,0,0,0,16,45,3,0,1,1,0,0,0,151,12,0,0,0,0,0,2,121,5,0,0,0,0,1,13,151,16,0,0,0,0,0,3,41,4,0,1,2,0,0,0
Left Turn_original_10.png_4c41c3e7-d872-4597-88e7-8f09ce5a8bcd.png,14,0,0,10,102,1,0,2,186,0,0,0,1,0,0,28,175,7,1,0,0,0,0,9,0,1,0,0,0,0,0,0,25,3,4,21,94,0,0,2,186,9,1,0,0,0,0,25,178,12,4,0,0,0,0,7,0,0,0,0,0,0,0,0,31,9,10,28,69,0,0,1,186,32,3,0,0,0,0,9,132,29,13,0,0,0,0,2,0,0,1,0,0,0,0,0,38,2,1,10,52,0,0,2,186,3,0,0,0,0,0,22,91,4,2,0,0,0,0,5,0,0,0,0,0,0,0,0
Left Turn_original_10.png_4f027c57-9dce-489b-887e-ed8a874d31a7.png,5,64,168,0,0,0,0,0,99,168,42,0,0,0,0,0,41,39,0,0,2,1,0,0,1,1,0,0,7,7,1,0,59,38,59,0,0,0,0,30,168,77,8,0,0,0,0,21,145,14,0,0,0,0,0,7,3,0,0,0,4,7,0,1,100,0,0,0,0,0,0,28,168,15,0,0,0,0,0,15,162,6,0,0,0,0,0,3,3,0,0,2,3,1,0,0,87,0,0,0,0,0,0,10,168,13,0,0,0,0,0,5,142,6,0,0,0,0,0,1,2,0,0,4,7,0,0,0
Left Turn_original_10.png_55f31526-aa6e-4266-88f1-316762f36889.png,0,21,125,0,0,0,0,0,0,38,104,0,0,0,0,0,6,39,22,0,0,0,0,0,2,2,0,0,0,0,0,0,1,54,155,0,0,0,0,1,26,150,155,0,0,0,0,3,152,155,50,0,0,0,0,2,20,6,0,0,0,0,0,0,11,13,41,0,0,0,3,32,117,37,36,0,0,0,1,87,155,31,3,0,0,0,0,53,35,1,0,0,0,0,0,2,31,0,0,0,0,0,0,18,151,0,0,0,0,0,0,43,155,0,0,0,0,0,0,29,23,0,0,0,0,0,0,1
Left Turn_original_10.png_577fd20a-73ad-45f2-bf96-5f78cc68e1c1.png,0,12,130,0,0,0,0,0,0,31,116,0,0,0,0,0,6,39,24,0,0,0,0,0,1,2,0,0,0,0,0,0,1,40,157,0,0,0,0,1,25,136,157,0,0,0,0,4,156,157,49,0,0,0,0,3,20,6,0,0,0,0,0,0,11,11,46,0,0,0,1,26,119,34,39,0,0,0,0,74,157,31,4,0,0,0,0,49,36,1,0,0,0,0,0,2,24,0,0,0,0,0,0,16,153,0,0,0,0,0,0,35,157,0,0,0,0,0,0,24,25,0,0,0,0,0,0,1
Left Turn_original_10.png_5cfe29fa-b4dd-42c8-aa4d-798602821606.png,81,14,0,0,0,0,0,1,167,14,0,0,0,0,0,2,131,5,0,0,0,0,0,2,3,1,0,0,0,0,0,1,80,7,0,0,0,1,13,9,167,10,0,0,0,0,0,12,158,2,0,0,0,0,0,13,3,0,0,0,0,0,0,2,25,0,0,0,0,7,167,34,167,2,0,0,0,0,56,136,131,1,0,0,0,0,0,21,2,0,0,0,0,0,0,2,0,0,0,0,0,1,167,17,25,0,0,0,0,0,105,111,24,0,0,0,0,0,2,26,2,0,0,0,0,0,0,0
Left Turn_original_10.png_5dfab592-8dbd-42ab-9981-0994f6cde3ea.png,0,24,167,1,0,0,0,0,12,90,96,2,4,1,0,0,9,12,3,3,5,1,2,2,4,1,0,0,0,0,0,1,45,84,167,0,0,0,0,4,167,167,61,0,0,0,0,8,87,17,0,0,1,1,2,3,2,1,0,0,0,0,0,0,129,8,3,0,0,0,0,34,167,5,0,0,0,0,0,57,106,1,0,0,1,1,0,8,1,0,0,0,0,0,0,1,125,0,0,0,0,0,0,30,167,0,0,0,0,0,0,50,64,1,0,0,1,0,0,6,1,0,0,0,0,0,0,1
Left Turn_original_10.png_60fad564-957d-4cde-b863-4bb248f26757.png,0,0,0,0,0,1,9,0,155,4,0,0,0,2,24,18,187,40,1,1,1,0,0,6,31,9,2,6,42,24,3,0,0,0,0,0,0,0,12,1,140,7,0,1,1,2,62,32,187,37,1,0,0,0,7,40,52,8,3,7,23,3,0,0,0,0,0,0,0,0,55,4,24,0,0,0,0,0,187,102,187,12,3,0,0,0,72,177,27,10,15,18,7,0,0,2,0,0,0,0,0,0,10,1,2,0,0,0,0,0,80,18,32,1,0,0,0,0,22,33,8,2,2,2,7,1,0,1
Left Turn_original_10.png_71ad3893-b835-4048-ba81-924e7353a2b5.png,0,0,4,0,0,0,0,0,135,24,5,0,0,0,0,0,164,40,0,0,1,0,0,0,31,2,2,24,36,0,0,0,0,0,1,0,0,0,10,1,137,13,2,0,0,0,34,26,164,40,0,1,1,0,2,22,46,8,1,29,106,1,0,0,0,0,0,0,0,0,48,4,39,0,0,0,0,0,164,94,164,16,2,1,0,0,20,109,31,13,6,63,140,1,0,0,0,0,0,0,0,0,17,2,12,0,0,0,0,0,99,30,99,9,4,2,1,2,24,36,13,6,9,24,142,2,0,0
Left Turn_original_10.png_746b7366-116d-4dca-8756-698762a7a841.png,0,0,0,0,0,0,4,2,92,6,0,0,0,0,13,86,116,11,0,0,0,0,128,144,73,9,0,0,0,0,105,144,0,0,0,0,0,0,1,1,144,29,0,0,0,0,13,30,144,59,0,0,0,0,11,58,93,21,0,0,0,0,35,41,0,0,0,0,0,0,1,0,61,3,0,0,0,0,68,93,144,20,0,0,0,0,19,144,41,5,0,0,0,0,50,55,0,0,0,0,0,0,0,0,25,4,0,0,0,0,12,14,144,44,0,0,0,0,5,30,62,9,0,0,0,0,15,22
Left Turn_original_10.png_749235ad-6af2-4e59-a794-d81d8dfbdd70.png,26,5,2,0,2,19,20,26,24,13,7,0,0,0,0,11,59,1,0,0,0,0,0,39,10,0,0,0,0,0,0,7,5,12,18,46,83,34,13,3,91,78,49,5,2,0,0,8,147,72,5,0,0,0,0,96,68,51,23,0,0,0,0,23,2,1,3,59,116,2,0,1,147,18,7,4,2,0,0,64,147,116,21,0,0,0,0,63,40,147,93,0,0,0,0,4,9,0,0,26,80,1,0,5,147,5,0,0,0,0,0,81,126,28,13,0,0,0,0,54,99,23,10,0,0,0,0,44
Left Turn_original_10.png_7b03a227-669a-42e8-8423-90db4bc39a92.png,97,1,0,0,0,0,1,20,112,1,0,0,0,0,9,29,164,12,0,0,0,0,0,7,49,3,0,0,0,0,0,0,149,4,0,0,0,0,0,10,135,4,0,0,0,0,5,21,164,20,0,0,0,0,0,6,72,5,0,0,0,0,0,0,157,1,0,0,0,0,1,25,109,1,0,0,0,0,15,48,164,7,0,0,0,0,1,20,82,3,0,0,0,0,0,0,143,4,0,0,0,0,0,7,97,2,0,0,0,0,5,21,164,9,0,0,0,0,1,10,68,3,0,0,0,0,0,0
Left Turn_original_10.png_7bd02663-193d-4a33-92b9-7e8b0e030122.png,1,118,64,0,0,0,0,0,21,130,74,0,0,0,0,1,30,57,9,1,0,0,0,1,0,2,2,9,9,1,0,0,6,137,122,0,0,0,0,0,137,137,41,0,0,0,0,13,119,26,3,1,0,0,0,17,1,3,3,5,3,2,1,0,63,71,39,0,0,3,7,40,137,78,10,0,0,0,0,121,102,35,2,0,0,0,0,15,10,5,0,0,1,1,1,3,77,0,0,0,0,6,20,137,137,0,0,0,0,0,2,137,38,2,0,0,0,0,1,38,9,0,0,2,3,0,0,7
Left Turn_original_10.png_7e1cd2f9-971c-4953-8a63-f6367f8c5a7a.png,1,113,66,0,0,0,0,0,34,133,61,0,0,0,0,1,35,56,7,1,0,0,0,1,0,2,2,8,8,0,0,0,11,138,115,0,0,0,0,0,138,138,23,0,0,0,0,10,114,24,1,0,0,0,0,12,2,4,2,3,2,2,1,0,94,77,30,0,0,0,4,47,138,65,4,0,0,0,0,106,97,35,0,0,0,0,0,11,13,6,0,0,1,0,0,2,95,0,0,0,0,1,14,138,138,0,0,0,0,0,1,138,42,2,0,0,0,0,0,36,10,0,0,1,2,0,0,6
Left Turn_original_10.png_8288ea8f-f299-442a-9467-e887f4a400e1.png,92,48,58,3,0,0,0,0,1,7,67,24,4,1,4,2,0,0,48,7,1,1,24,2,0,0,7,0,0,0,4,0,58,101,158,0,0,0,0,0,158,94,86,2,1,1,14,28,45,2,0,0,0,2,129,35,0,0,0,0,0,0,24,0,78,41,52,0,0,0,0,1,158,57,14,0,0,0,1,8,131,2,0,0,0,1,19,15,0,0,0,0,0,0,5,0,26,48,132,8,5,0,0,0,158,131,31,0,0,0,0,6,135,6,0,0,0,1,18,17,0,0,0,0,0,0,5,0
Left Turn_original_10.png_8a10147d-9e48-487a-8433-6c95dd9649cf.png,154,15,0,0,0,0,0,0,120,10,0,0,0,0,0,0,153,9,0,0,1,0,0,0,11,1,0,0,23,5,0,0,154,14,0,0,0,0,0,1,154,6,0,0,0,0,0,5,154,7,0,0,1,0,0,2,17,1,0,0,23,4,0,0,154,4,0,0,0,0,0,8,147,1,0,0,0,0,4,31,154,1,0,0,0,0,0,12,19,0,0,0,13,7,0,0,154,5,0,0,0,0,0,10,122,1,0,0,0,0,5,21,128,2,0,0,0,0,1,11,16,0,0,1,10,1,0,0
Left Turn_original_10.png_8fe78848-a5d2-4a62-b0d7-6fb54722e474.png,83,0,0,0,0,0,1,17,108,1,0,0,0,0,7,26,175,6,0,0,0,0,0,8,60,2,0,0,0,0,0,0,129,2,0,0,0,0,0,10,137,2,0,0,0,0,4,18,175,12,0,0,0,0,0,6,82,3,0,0,0,0,0,0,133,0,0,0,0,0,1,24,110,0,0,0,0,0,15,46,175,3,0,0,0,0,1,23,88,1,0,0,0,0,0,0,130,2,0,0,0,0,0,8,99,1,0,0,0,0,5,19,175,6,0,0,0,0,0,8,70,2,0,0,0,0,0,0
Left Turn_original_10.png_90de6dc4-712e-4623-9305-b37f75804442.png,0,22,149,0,0,0,0,0,0,44,137,0,0,0,0,0,13,53,29,0,0,0,0,0,3,2,0,0,0,0,0,0,1,51,149,0,0,0,0,1,31,147,149,0,0,0,0,3,149,149,34,0,0,0,0,3,22,5,0,0,0,0,0,0,9,11,29,0,0,0,3,27,122,31,25,0,0,0,0,75,149,24,2,0,0,0,0,52,32,0,0,0,0,0,0,2,25,0,0,0,0,0,0,16,149,0,0,0,0,0,0,39,149,0,0,0,0,0,0,31,20,0,0,0,0,0,0,1
